code,title,prereq,terms,hours,optional,description,instructor,section_head,offered_to
6.9140,Project Engineering,( 6.910A and ( 6.9110 or 6.9120 )) or permission of instructor,U (IAP),4-0-0 units,,"Students attend and participate in a four-day off-site workshop covering an introduction to basic principles, methods, and tools for project management in a realistic context. In teams, students create a plan for a project of their choice in one of several areas, including: aircraft modification, factory automation, flood prevention engineering, solar farm engineering, small-business digital transformation/modernization, and disaster response, among others. Develops skills applicable to the planning and management of complex engineering projects. Topics include cost-benefit analysis, resource and cost estimation, and project control and delivery which are practiced during an experiential, team-based activity. Case studies highlight projects in both hardware/software and consumer packaged goods. Preference to students in the Bernard M. Gordon-MIT Engineering Leadership Program.","O. de Weck, J. Feiler, L. McGonagle, R. Rahaman",Gordon Engineering Leadership Program,U
6.9150[J],Leading Innovation in Teams,,U (Spring) Not offered regularly; consult department,3-0-6 units,,"Empowers future innovators in engineering and technology with a foundation of leadership and teamwork skills. Grounded in research but practical in focus, equips students with leadership competencies such as building self-awareness, motivating and developing others, influencing without authority, managing conflict, and communicating effectively. Teamwork skills include how to convene, launch, and develop various types of teams, including project teams. Reviews recent advances in implementing innovations and building personal capacity for lifelong learning as a leading innovator. Enrollment limited to seating capacity of classroom. Admittance may be controlled by lottery.","D. Nino, J. Schindall",Gordon Engineering Leadership Program,U
6.9160[J],Engineering Innovation: Global Security Systems,,U (Spring),3-3-6 units,,See description under subject 15.359[J] .,G. Keselman,Gordon Engineering Leadership Program,U
6.9260,Multistakeholder Negotiation for Technical Experts,,G (Spring),2-0-4 units,,"Presents strategies and proven techniques for improving communications, relationships, and decision-making in groups using simulations, role-plays, case studies, and video analysis. Aims to provide the skill set needed to effectively negotiate with both internal and external stakeholders to align efforts and overcome differences. No prior experience in negotiation required. Satisfies the requirements for the Graduate Certificate in Technical Leadership.",S. Dinnar,Gordon Engineering Leadership Program,G
6.9270,Negotiation and Influence Skills for Technical Leaders,,G (Fall),2-0-4 units,,"Focuses around the premise that the abilities to negotiate with, and influence others, are essential to being an effective leader in technology rich environments. Provides graduate students with underlying principles and a repertoire of negotiation and influence skills that apply to interpersonal situations, particularly those where an engineer or project leader lacks formal authority over others in delivering results. Utilizes research-based approaches through the application of multiple learning methods, including experiential role plays, case studies, assessments, feedback, and personal reflections. Concepts such as the zone of possible agreements, best alternative to negotiated agreements, and sources of influence are put into practice. Satisfies the requirements for the Graduate Certificate in Technical Leadership.",R. M. Best,Gordon Engineering Leadership Program,G
6.9280[J],Leading Creative Teams,Permission of instructor,"G (Fall, Spring)",3-0-6 units,,"Prepares students to lead teams charged with developing creative solutions in engineering and technical environments. Grounded in research but practical in focus, equips students with leadership competencies such as building self-awareness, motivating and developing others, creative problem solving, influencing without authority, managing conflict, and communicating effectively. Teamwork skills include how to convene, launch, and develop various types of teams, including project teams. Learning methods emphasize personalized and experiential skill development. Enrollment limited.",D. Nino,Gordon Engineering Leadership Program,G
6.EPE,UPOP Engineering Practice Experience,,"U (Fall, Spring)",0-0-1 units,Can be repeated for credit.,See description under subject 2.EPE . Application required; consult UPOP website for more information.,"K. Tan-Tiongco, D. Fordell",Gordon Engineering Leadership Program,U
6.EPW,UPOP Engineering Practice Workshop,2.EPE,"U (Fall, IAP, Spring)",1-0-0 units,,See description under subject 2.EPW . Enrollment limited to those in the UPOP program.,"K. Tan-Tiongco, D. Fordell",Gordon Engineering Leadership Program,U
6.9302[J],StartMIT: Exploring Entrepreneurship and Innovation,,G (IAP),4-0-2 units,,"Designed for students who are interested in entrepreneurship. Introduces practices for building a successful company, such as idea creation and validation, defining a value proposition, building a team, marketing, customer traction, and possible funding models.","S. Neal, D. Ruiz Massieu",EECS & Beyond,G
6.9310,"Patents, Copyrights, and the Law of Intellectual Property",,U (Fall) Not offered regularly; consult department,2-0-4 units,,"Intensive introduction to the law, focusing on intellectual property, patents, copyrights, trademarks, and trade secrets. Covers the process of drafting and filing patent applications, enforcement of patents in the courts, the differences between US and international IP laws and enforcement mechanisms, and the inventor's ability to monetize and protect his/her innovations. Highlights current legal issues and trends relating to the technology, and life sciences industries. Readings include judicial opinions and statutory material. Class projects include patent drafting, patent searching, and patentability opinions, and courtroom presentation.",S. M. Bauer,EECS & Beyond,U
6.9320,Ethics for Engineers,,"U (Fall, Spring)",2-0-4 units,,See description under subject 10.01 .,"D. A. Lauffenburger, B. L. Trout",EECS & Beyond,U
6.9321,Ethics for Engineers - Independent Inquiry,,U (Fall) Not offered regularly; consult department,2-0-10 units,,"Explores the ethical principles by which an engineer ought to be guided. Integrates foundational texts in ethics with case studies illustrating ethical problems arising in the practice of engineering. Readings from classic sources including Aristotle, Kant, Machiavelli, Hobbes, Locke, Rousseau, Franklin, Tocqueville, Arendt, and King. Case studies include articles and films that address engineering disasters, safety, biotechnology, the internet and AI, and the ultimate scope and aims of engineering. Different sections may focus on themes, such as AI or biotechnology. To satisfy the independent inquiry component of this subject, students expand the scope of their term project. Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues.","D. A. Lauffenburger, B. L. Trout",EECS & Beyond,U
